commentId;videoId;publishedAt;comment;likeCount;predictedSentiment;confidence;sentimentSource
"UgwZjGo3Zyndj2ctkC94AaABAg";"O0VsTLDTjss";"2020-12-03T08:39:05Z";"Awesome, thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwphKWr-uftT1ZRlAZ4AaABAg";"vbg4Je1tuis";"2021-03-04T15:01:46Z";"Amazing solution !";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzMM8fVjnilwtogEeh4AaABAg";"vbg4Je1tuis";"2020-12-02T10:11:06Z";"Finally a powerbi channel worth subscribing to. Good job";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwZg_6iPtIFmu71PTh4AaABAg";"fktQmk0a9OI";"2020-12-18T09:45:30Z";"Great!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyPuQ8kwL31-Il4Rkp4AaABAg";"O0VsTLDTjss";"2020-12-04T06:38:27Z";"Hi Parker.

Great Video!! like always, Thank you very much, 
one small request, can you please kindly remove the Sadow on your mouse pointer. 

I love your videos, but the shadow, I really don't know how many other people feel the same but it very much discomforting the eye. Maybe it's just me.

Will be really grateful if you can remove it. At end of the day, it's your channel. :)

Thank you";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzKqCTE46q6kuDCM314AaABAg";"O0VsTLDTjss";"2020-12-03T11:02:54Z";"great work..this is in my current requirement but i couldn't achieve. Now i will implement the same..thank you";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxvcKvYI5R12yKhxYl4AaABAg";"ezGQ1YxfAOU";"2020-11-26T17:12:27Z";"Can do that better in Excel";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyN5ZCD7hYOFglfKn54AaABAg";"BxKIJL5baAU";"2020-12-03T16:58:54Z";"Really enjoyed the series, thank you so much for this! Could similar be achieved for a Power Automate admin view? If there are any videos/tips/tricks already out there, I'd be grateful if you could share them with me. Thanks again, such a great vid :)";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwZn0I6SDEJCoMbtQF4AaABAg";"BxKIJL5baAU";"2020-12-13T01:05:24Z";"Great Video! Can this powerbi file be shared?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx480w9NhWUJmzWHWp4AaABAg";"uwjOFYz-FxM";"2021-02-04T05:42:16Z";"Thank you for this great video ????
Is I have a slicer with 2-3 values on the report page. 
Is it possible to request the power automate to cycle through all values in the slicer and print the result after each selection?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwMR4nsljNaP_7XJj54AaABAg";"uwjOFYz-FxM";"2020-10-29T12:25:15Z";"Hi, It is really helpful for the team; especially when the report is shared between multiple departments. Great Job!!! Many thanks

Is it possible to export a Table/Matrix data to Excel with Button or Trigger? Currently struggling with this... your help would be much appreciated. Thank you";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxD9pVTLO9TxaKxyEJ4AaABAg";"uwjOFYz-FxM";"2020-10-21T12:14:49Z";"Excellent Video. Just completed implemented it. Followed your steps and am done! Thank you so much for the knowledge.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyMMC-A7JNs414imdN4AaABAg";"uwjOFYz-FxM";"2020-10-21T07:54:58Z";"Hi Parker, great stuff especially around dynamic content… can you please tell me how did you know that triggerOutputs()[‘Queries’].users will do the trick. Is there a documentation I can refer to?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy5VaiBp2nEPhOa3Bd4AaABAg";"uwjOFYz-FxM";"2021-02-10T16:42:38Z";"Thanks for the content. Is there a way to export Summarized data to Excel via Power Automate?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxDG15sjtstlblrty94AaABAg";"uwjOFYz-FxM";"2020-10-22T07:26:42Z";"Hi thank you for the great information.
1. Currently our company host power bi server in the intranet, do i need to install microsoft on a dedicated server as well?
2. How do the flow able to access the power bi report if the report has RLS settings? So the flow will login to powerbi then export view based on the RLS definition of that user? Can flow handle this access issue?

Thank you very much. Regards.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugwzwicun738QYHenA14AaABAg";"uwjOFYz-FxM";"2020-10-21T04:51:50Z";"Great video Parker..
Nice to see how the over all Power Platform works together..

I am still not sure, why would someone click a button on the report to export the report ..?
They can simply use the native export functionality from the headers.. 

But overall, nice to see this new functionality.. :)";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwnADF0y-9M_fwMWmF4AaABAg";"8e8a3o1w51M";"2021-03-04T16:07:21Z";"Man they make it hard to do what should be a simple switch, ""color by X"" now ""color by Y"".  Thanks of the post though, great solution and work around for missing functionality.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxCOBUiTbAdbYESiD54AaABAg";"8e8a3o1w51M";"2021-01-22T12:07:25Z";"Great, but no easy to understand. For training purposes, it would useful to have  a table data with only one or tow columns, and for example only 1 criteria column, and with a downloadable .pbix. Most of PowerBi videos are in fact almost useless because they are too complex to show the important point.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyTTYdfmJKzXdoM-Md4AaABAg";"8e8a3o1w51M";"2020-10-08T20:48:00Z";"Amazing work...really awesome !
will this work if new values are added in the source table for the 'CustomerCategoryName' or 'StateprovinceName' or 'ColorName' ?
ASAIK calculated tables/columns take the values as such when they are created, they don't update after creation.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx8Vd7B_SItvPJjMSt4AaABAg";"KJod3LG84bk";"2021-03-15T05:21:29Z";"Thank you Peter for the insight. I wonder If we can make the text box show blank when multiple selections is on";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxuEEuoVkKBhL3dVgR4AaABAg";"KJod3LG84bk";"2021-01-05T14:48:33Z";"thanks Parker- great stuff.  Question: when I export to PDF, my new smart value is underlined with blue.  Does anyone know how to remove this?  thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwwzMJRM_TyTYVY7Dx4AaABAg";"8e8a3o1w51M";"2020-10-09T12:40:54Z";"Hello! Fine trick, but what about non unique values in LegendCategories[Category]? Then you will have many-to-many relationship between LegendCategories and the dimension table.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzpB3vG9S4n7dHiulF4AaABAg";"8e8a3o1w51M";"2020-10-09T07:09:35Z";"That is perfect star schema ;) Just kidding... Useful video though";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxk9H_dvRkXFocJm6x4AaABAg";"KJod3LG84bk";"2020-11-24T10:59:18Z";"Fantastic, I stumbled across this function and this video explains it perfectly, thank you.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyFdgyuYleVPWN2IxB4AaABAg";"KJod3LG84bk";"2020-11-20T14:43:49Z";"Excellent overview of this feature. I especially appreciate the custom example and you walking though each component of how you created the variables; very informative! Thank-you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxlwosXfljVvHMTqLl4AaABAg";"KJod3LG84bk";"2020-10-26T15:52:51Z";"Hello! Great feature! I didn't know it. Great explanation! Great vídeo! Thanks. You are my favorite in PowerBI.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzwVKacKHerAVPB6OZ4AaABAg";"KJod3LG84bk";"2020-10-10T03:45:44Z";"thanks for cool feature";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxBWIlaD-QABgtyWKV4AaABAg";"KJod3LG84bk";"2020-10-03T09:02:50Z";"GREAT in-depth video on the smart narratives, it's great to see how easy they've included dynamic values in text! Before this, I usually created my own measures to for the narrative text, but it seems that's not gonna be needed anymore!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyJ-txa4VAbapy40yB4AaABAg";"KJod3LG84bk";"2020-09-29T06:22:46Z";"Thank you. This is very detailed explanation.. 
Also, Could you please advise can we achieve conditionally format the values in the narrative visual ?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzaHsbD-Mmnfxcr6yl4AaABAg";"YeI_n8myE68";"2020-10-10T20:24:26Z";"Excellent Video Training - comprehensively explained. Please kindly help with follow - up video on Row Context,  and Context Transition. please help. Thanks.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzz_Br5Or3ZGwgQi0d4AaABAg";"YeI_n8myE68";"2020-09-04T17:04:50Z";"Really helpful, great explanation.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy8Oadtbbz0wP9vsGp4AaABAg";"Z4E2jSZ4r6A";"2020-09-19T22:12:16Z";"Part 4 coming soon?  Curious to see effective ways to visualize this great data.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyyevqvPtUTQ8hUWfZ4AaABAg";"Z4E2jSZ4r6A";"2020-09-04T08:24:41Z";"Hi Parker, thanks for the great videos. Is it possible to link this model with graph.microsoft.com to retrieve user details such as Full Name? Looking forward to the 4th video.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzGUhJ_G97Jl76nwwh4AaABAg";"uuwxWnAILr0";"2020-08-12T21:51:02Z";"You have so many great ideas and applications of your ideas.  Simply amazing.  Love it!!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw66l5JvjjB4FEozj54AaABAg";"uuwxWnAILr0";"2020-08-12T19:42:04Z";"Good One .. Can we use this method to do some default filtering on a page and then allow user to change it while using it .. So that they can quickly see that they are taking care of and then a bigger view using those filter toggles.. thanks for sharing ..";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw4FrcsTp5XOlSB5n94AaABAg";"6ZM5uFFAd_w";"2020-08-11T13:03:35Z";"Hi Parker,
Great solution as always. I didn't follow how you obtained ""Others"" category as it wasn't the part of original Customer dimension table - which is the legend in your donut chart.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy0HEU8NfFR_RO-uNx4AaABAg";"L2ELtem2iGY";"2020-08-22T03:24:28Z";"Great vid! I am just wondering, is it possible to  make a dynamic % change which is NOT refering to the previous month, but to the start date? E.g. slice my data for January, February and March and the % change is then calculated ALWAYS using the January value? So % change from January to February, January to March? Would be great to see a video about that!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw6qdK4buke0KncyMN4AaABAg";"L2ELtem2iGY";"2020-08-03T08:43:36Z";"Great way to repurpose the combo chart, nice one Parker!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxCN35jpZlffNi6ccR4AaABAg";"AZAL-QPn5Zc";"2021-03-25T05:01:31Z";"Hi, Firstly thanks for the amazing trick. This is very useful. However, I am just struggling with the last part of DAX related to slicer filter. I am getting an error that says ""The expression refers to multiple columns which cannot be converted into a scalar value"". But, I have followed exactly what was shown in the video and I don't understand where the multiple values are. Please help me, cheers :)";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx-Tuc3cfcYwvOJoUJ4AaABAg";"AZAL-QPn5Zc";"2021-03-24T19:16:06Z";"Awesomeness. thanks for the video. I am getting hung up on the last part where the slicer range gets autoupdated. When I convert slicer to table, I can see filtered range correctly but when switching back to slicer it shows entire range for slicer. Any thoughts?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzPhTAyrfN4OITjTLJ4AaABAg";"AZAL-QPn5Zc";"2020-10-27T22:12:38Z";"Thanks for great video. But there is an issue with this work around. Say you have multiple 'native' slicers where you filter down your table and calculate average. When you use this slicer to filter although the table changes the average wont.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzdB7EyT2k5zWrQsHp4AaABAg";"AZAL-QPn5Zc";"2020-09-22T09:09:03Z";"WOW, this is an amazing insight. It does requiere A little of work around, but totally worth it. Thanks a lot!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzd13rF42ssWkt8oNJ4AaABAg";"AZAL-QPn5Zc";"2020-09-05T07:43:28Z";"Amazing, thank you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxSGeX6Vvpz27zQPfx4AaABAg";"AZAL-QPn5Zc";"2020-08-26T12:31:00Z";"Hi,

Great Thanks for sharing this trick, it is really useful, but could you please suggest a way out when we apply any filter as suggested in the trick can we count rows in the table visual dynamically as well.

Thank you !!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxaBCuXJLLgP1on_o94AaABAg";"T1q3BF5_YJ8";"2021-03-05T19:57:48Z";"Excellent video!! Can't wait to binge watch the rest of your channel!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyWOQZKrwoRkPCtout4AaABAg";"T1q3BF5_YJ8";"2020-07-02T13:29:50Z";"Hi... Thanks for all the videos... One quick question here. Do you mind sharing your thoughts on which exam we should take for Power BI certification? what do you recommend? DA-100 or 70-778?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwJEz-_AEnzT3ge3ih4AaABAg";"AZAL-QPn5Zc";"2020-07-22T02:26:05Z";"Hi very useful video and very practical need everyone for every project ......very big thanks to share with us.



If it can possible can you plzz provide us excel data file which you used.

Very greatful for us...????????????????????????????????????????????????";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyIkNYXedh6LYDNkoV4AaABAg";"AZAL-QPn5Zc";"2020-07-21T14:43:31Z";"Very Interesting, but it's not 100% accurate of I can see, because on 9:31 for example the minimum value of the table is 2.821.282 and the minimun value of the slicer is 2.822.000. That minimum value of the table must be excluded or the slicer must start at 2.821.000. Why is this happening?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzTOrMgY-YCJ5i95g14AaABAg";"gNCTjoCu6k4";"2020-07-08T12:35:24Z";"That's very nice video ,  i am looking for smart search engine in the dashboard, like if  i type a (keyword or word )in the search box i.e(text filter or any other custom visual) it should give the results, which should search entire result set(combination of multiple columns from different tables).
Note: Generally any (search visual ) accepts only one field  but i am looking for google search but searching entire data from one visual) . can this possible  in power bi.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzkn9fXYqGBn0I5O_d4AaABAg";"T1q3BF5_YJ8";"2021-02-25T16:57:17Z";"Thank you for this video. I had only thought to use List.Generate to create loops.  This is much cleaner and easier to understand approach. Thanks for sharing.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugz5tfLHTmLvAsJ2iGd4AaABAg";"2RZkc_qrV1g";"2021-03-24T20:28:59Z";"For anyone struggling with this now that the token bits dont work:
1. Dont do any of the app permissions in azure or on dev.powerbi.com
2. In azure for the app, create a secret instead (and copy it!)
3. In azure, create an AAD security group and add this app to it
4. In Power BI tenant settings, enable read only admin API access and add the group you just made in #3
5. In Power BI desktop construct your body string like this (replacing the <<>> bits with your APP ID and APP Secret):
body = ""client_id=<<app client id>>&scope=https://analysis.windows.net/powerbi/api/.default&client_secret=<<app client secret>>&grant_type=client_credentials""
6: Data bit:
https://login.microsoftonline.com/<<Tenant ID>>/oauth2/v2.0/token/

This is working for me now and has been for a few days. The rest of the video works fine (and has been really helpful, thanks BI Elite!), just this auth bit has changed.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxx20uDXF5UgsPLUl94AaABAg";"2RZkc_qrV1g";"2020-08-24T14:13:36Z";"Wow really nice job! Thanks for sharing BI Elite!! I also would like to share a custom connector for Power BI that I've created to get data from Graph API: https://github.com/JoaoLucindo/DataConnectors
You can use the same endpoint with the $expand method. Some advantages of the custom connector approach: you can refresh the report in the power bi service using the gateway and you don't need to expose your plain text password in the query editor! I hope you like this approach as well!!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy97XApd7K6WdUPa914AaABAg";"cTqFNg_y9lw";"2020-09-28T18:41:02Z";"Wow, the video is great, but the concept IS RIDICULOUS !!! Why can't MS create a connation to the admin data that is as simple as connecting to a SQL database? Lets make the most Convoluted ass backwards process possible!  Simply unbelievable!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwQ9QJSFlIKjddKFc54AaABAg";"2RZkc_qrV1g";"2020-06-27T13:07:00Z";"Enjoying the series so far.  The issue with using the $expand method is that it doesn't give you all of the information around a content type.  For instance $expand for Reports doesn't give you these columns: embedurl, weburl, modifiedby, createdby.  Anyway around that rather than having to use the method detailed in part 1?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw0swgkZgJR43qmQi54AaABAg";"2RZkc_qrV1g";"2020-06-24T07:19:48Z";"Hey Parker - as always, great Playlist covering a popular topic! Do you have any advice/considerations how this can be handled when the user context has MFA enforced at a tenant level?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxYtCJbvY0WF0z8j1F4AaABAg";"cTqFNg_y9lw";"2020-11-20T11:12:57Z";"Thank you Parker. You have helped me with my work BI Task. Superb stuff. Thanking you for  Johannesburg, South Africa.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwYdvmqldo_Qpr542p4AaABAg";"s9ck7xx85mA";"2020-05-14T10:19:50Z";"Hello! One more great vídeo! It is possible make an expression in Dax like this: if values X is >= Y and <= Z then ""put my text""... in card our table, like condiciontal formating....? Anynone knows? Thanks!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugyu9a07NiYXj8bpLdZ4AaABAg";"OyvjGRnxCkw";"2020-09-25T06:21:25Z";"Hi, it is really inspire. Thanks. 
Btw, can you share the GuyInACube channel talking about animated GIF ? I can only found the animated visual. Thanks again.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx3MwXSRZVbPWdEefN4AaABAg";"s9ck7xx85mA";"2020-10-19T15:03:19Z";"can we also highlight the years as well?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwnQFgVzc2V9xyJW414AaABAg";"LG-fdqSIFxE";"2020-10-12T05:58:30Z";"So good! Thanks a lot for sharing this.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzu_FDjx7CqRTV7CEN4AaABAg";"OyvjGRnxCkw";"2020-12-19T18:59:25Z";"Great tip and video!  I am just having intermittent issues with the video loading.  Can you tell me if the .gif is loaded to the service?  Do I need to worry about browser popup settings, or all users having access to the location it was being loaded from initially?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwZEgy7uvjgKkqE2XF4AaABAg";"s9ck7xx85mA";"2020-09-18T14:44:35Z";"Hi Parker, thank man I appreciate ur videos, how do u control the column width though in a matrix visual? I has a look at this video https://www.youtube.com/watch?v=gh0gc_6wtL0 but I still don't understand";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxkU6Zk7sH8K_vOUsh4AaABAg";"U0YyIsqDWV4";"2020-07-17T13:26:02Z";"Great! Thanks for sharing. Is it possible here to filter several items, for example I have 50+ items which should be filtered by copy and pasting from another file?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxCquwf-Lw2ZoNuh6B4AaABAg";"eXz0cLDRMyg";"2020-04-16T16:26:22Z";"Great tip! I am going to try it on my sample pbix file. Thanks??";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwzXVEOsH5lv3xb6jV4AaABAg";"m4a2c55eXMU";"2020-04-06T07:23:28Z";"A great video! Have a question off topic...What custom did you use to show preview of the youtube video in your report? Thanks!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwRiEDt4H5CXE_wx394AaABAg";"m4a2c55eXMU";"2020-03-18T22:32:38Z";"Awesome video Parker.
Thanks for sharing it!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyWah19DcRS_YGIISN4AaABAg";"m4a2c55eXMU";"2020-03-18T21:20:48Z";"Thanks Parker, handy tip as always!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzQyThd21qMPBFCq5B4AaABAg";"gkMjAYFeSiM";"2020-03-14T15:30:22Z";"Great video and tips!
Gongratulations Parker!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyHCB7zoY2GbGUndhJ4AaABAg";"fTUw94veqfE";"2020-02-23T12:36:11Z";"Really informative and super easy! Thanks for the video!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
